GEOID,exc_jobs,exc_hospitals,exc_groceries,exc_schools,composite_deficit,disadvantage_z,posterior_mean_jobs,composite_rank
06073020401,0.03321875,1.0,1.0,1.0,0.7583046875,-0.7313882399671675,1464.298864092038,62
06073021304,0.01221875,1.0,1.0,1.0,0.7530546874999999,-0.7883557152318397,1578.6616077353965,63
06073018801,0.00684375,1.0,1.0,1.0,0.7517109375,0.0032598846848215,1602.8434211048782,64
06073018906,0.00434375,1.0,1.0,1.0,0.7510859375000001,0.330553659620997,1615.2387733417488,65
06073016902,0.0024375,1.0,1.0,1.0,0.750609375,-0.173575413070717,1873.7796456249828,66
06073020304,0.002,1.0,1.0,1.0,0.7505,-0.6704600743109844,1764.3345650178428,67
06073017113,0.0010625,1.0,1.0,1.0,0.7502656249999999,-0.5845011634328426,1960.2488837848095,68
06073017106,0.0010625,1.0,1.0,1.0,0.7502656249999999,-1.4013116350124744,2014.6360845190381,69
06073019108,0.0005625,1.0,1.0,1.0,0.750140625,0.0844399915551222,2292.057577700438,70
06073021205,0.0004375,1.0,1.0,1.0,0.7501093750000001,0.3946626193551303,2100.1939167232217,71
06073019111,0.0004375,1.0,1.0,1.0,0.7501093750000001,-0.1966638851774264,2187.3015750397303,72
06073017061,0.000375,1.0,1.0,1.0,0.75009375,-0.3260487373764227,2290.3495232748623,73
06073019110,0.000375,1.0,1.0,1.0,0.75009375,-0.3774495662246897,2059.2472161263704,74
06073020706,0.00028125,1.0,1.0,1.0,0.7500703125,-0.6754050174062923,2249.9195433190707,75
06073013604,0.00021875,1.0,1.0,1.0,0.7500546875,-0.2073476916739647,2184.9167493687332,76
06073010016,0.000125,1.0,1.0,1.0,0.7500312499999999,-0.5236682336308077,3064.3608077981894,77
06073020042,6.25e-05,1.0,1.0,1.0,0.7500156250000001,-0.1854077364325528,3060.7920398205897,78
06073020038,6.25e-05,1.0,1.0,1.0,0.7500156250000001,-0.5937048304657908,2709.5843947457233,79
06073015502,3.125e-05,1.0,1.0,1.0,0.7500078125,-0.416784142761808,2769.1397095749803,80
06073020311,0.0,1.0,1.0,1.0,0.75,0.4134689618151613,3625.083045036928,81
06073019208,0.0,1.0,1.0,1.0,0.75,-0.2692878445284743,2775.815462693099,82
06073019810,0.0,1.0,1.0,1.0,0.75,0.4596310047830312,12677.75827757774,83
06073017059,0.0,1.0,1.0,1.0,0.75,0.173702447949139,3799.354779802563,84
