GEOID,Jobs (LODES)_desert,Hospitals_desert,Groceries_desert,Schools_desert,n_deserts,multi_desert,disadvantage_z,posterior_mean_jobs
06073008331,False,False,False,False,0,False,-1.1963808879607642,15933.719744240501
06073008336,False,False,True,False,1,False,-1.1736753843498229,6044.264996837356
06073008337,False,False,True,False,1,False,-1.022799207836012,5616.445443466714
06073008339,False,False,True,True,2,False,1.6423261133730538,42472.85537857949
06073008343,False,False,False,False,0,False,1.286228281871524,58100.20289562261
06073008344,False,False,False,True,1,False,-0.8913877604640533,22514.90961249529
06073008345,False,True,True,True,3,True,0.2360240381060351,4958.118855615292
06073008346,False,False,True,True,2,False,-0.9266307155489254,35754.535846195744
06073008347,True,False,False,False,1,False,-0.604165307200443,3305.076009676503
06073008348,False,False,False,False,0,False,-0.4095475490213343,5004.380434709756
06073008349,False,False,False,False,0,False,-0.0965170656384237,7526.655604153913
06073008350,False,False,True,True,2,False,-0.0243406420802063,49081.39026355281
06073008351,False,False,False,False,0,False,-0.5387801888990307,60822.77082649461
06073008352,False,False,False,False,0,False,-0.3534728209300631,7623.408738936635
06073008353,False,False,False,False,0,False,-0.3993639846960017,5382.252514205019
06073008355,False,False,False,False,0,False,-0.5590084172171331,12474.368231006873
06073008356,False,False,False,False,0,False,-0.1642199785815238,7778.595020592259
06073008357,False,False,False,False,0,False,0.4072306796024695,12772.488418507652
06073008358,False,False,False,False,0,False,0.1205197741294094,12546.04061776427
06073008359,False,False,False,False,0,False,0.3512144403369293,21470.79515417483
06073008360,False,True,False,False,1,False,0.1496075585840449,20048.44062994535
06073008361,False,False,False,False,0,False,1.08729969140253,53264.98701188015
06073008362,False,False,False,True,1,False,0.0058811192112629,40090.23339098629
06073008363,False,False,False,False,0,False,2.2818062101018586,54896.08703132376
06073008364,False,False,False,False,0,False,1.3270345258862368,23541.977928260676
06073008365,False,False,False,True,1,False,-1.17349059785521,5599.69509127284
06073008366,False,False,True,False,1,False,-1.3400835663139352,5113.486646781336
06073008367,False,True,True,True,3,True,0.0312474303065343,5259.895669462106
06073008368,False,False,True,False,1,False,-0.9719949433896576,5015.794305120677
06073008369,False,False,False,False,0,False,-0.782383902018227,22571.26334240346
06073008370,False,False,False,False,0,False,-0.6241536205698922,21485.889996512447
06073008371,False,False,True,True,2,False,-0.6752741101156521,47774.409430530024
06073008372,True,False,True,True,3,True,-1.0867482978304377,851.1312720272549
06073008373,False,False,True,True,2,False,-0.9738709831647846,21238.6434846029
06073008374,True,False,True,False,2,False,-1.6007816892368416,3781.406781416383
06073008375,False,False,False,False,0,False,0.9278717704465692,21463.121701608823
06073008376,False,False,False,False,0,False,-0.0394404138721962,52847.562165054274
06073008377,False,False,False,False,0,False,1.943880457995796,54374.05451549844
