GEOID,rank_det,rank_bayes,rank_delta,jobs_C000_45min,posterior_mean_jobs,disadvantage_z,exceedance_prob_45min,ci_width_log1p
06073007905,324.5,323.0,-1.5,12420.0,12429.528884423175,0.3555184298434868,6.25e-05,0.3515852768575112
06073007701,308.5,307.0,-1.5,12861.0,12883.161499963575,-0.1173588606633176,0.0,0.34378726290459305
06073019601,462.5,464.0,1.5,6471.0,6480.339126779808,-0.0759221170113187,0.00215625,0.3509575971972705
06073019602,465.5,467.0,1.5,6440.0,6450.730745245782,0.3390332183186925,0.00125,0.34606670690599195
06073017305,533.5,535.0,1.5,4575.0,4573.841968948576,-0.7155740286829727,0.36465625,0.3467375488011104
06073008379,36.5,35.0,-1.5,54602.0,54819.41983897858,2.986305793867295,0.0,0.34793290843901303
06073015408,598.5,597.0,-1.5,3058.0,3076.535761060376,-0.0006149076544439,0.9985,0.33916271395302733
06073010018,624.5,623.0,-1.5,2288.0,2308.62085098205,-0.5908266039180824,0.999625,0.3479644994888238
06073020043,669.5,668.0,-1.5,926.0,947.7101828282075,-0.5658681181843846,0.99828125,0.38190846587860516
06073020044,669.5,671.0,1.5,926.0,937.9166773856565,-0.9434716358370993,1.0,0.35314252181003525
06073020211,168.5,167.0,-1.5,20518.0,20499.973090159307,1.0811583902166892,0.0,0.33578443883406095
06073013411,591.0,592.0,1.0,3200.0,3211.638057072279,-0.6658585014237673,0.9964375,0.33788951889335284
06073015001,213.0,212.0,-1.0,17551.0,17494.91415655789,0.991760484790771,0.0,0.34574258730825314
06073013401,305.0,304.0,-1.0,13009.0,12941.891916670751,-0.4050124068662324,0.0,0.34039624519157563
06073013317,541.0,542.0,1.0,4467.0,4470.527928745155,-0.4757439915294281,0.49978125,0.3412248915078884
06073015301,247.0,246.0,-1.0,15554.0,15588.62569880392,1.2622323184885635,0.0,0.33791624285447597
06073013412,450.0,451.0,1.0,6976.0,6962.16557300654,-0.3723106065078605,0.00103125,0.3408783309422727
06073020602,156.0,157.0,1.0,21652.0,21561.593068456204,0.9552689950090524,0.0,0.3504694070487684
06073001500,142.0,141.0,-1.0,22899.0,22796.446999034248,-0.1709108001730435,0.0,0.34357494545081835
06073001700,177.0,176.0,-1.0,20064.0,20039.018636267177,0.2794211549133719,0.0,0.34892505650500993
06073002001,337.0,338.0,1.0,11943.0,11867.123202480594,-0.8059619033389961,0.0,0.3359728440706089
06073002201,179.0,178.0,-1.0,19777.0,19879.78757428459,2.224813828631451,0.0,0.3475072016631007
06073013325,472.0,471.0,-1.0,6286.0,6327.449341297527,0.3590157259526856,0.00171875,0.35041488088789485
06073013505,551.0,552.0,1.0,4208.0,4229.842100868487,0.1072896174262101,0.79021875,0.3406106117002192
06073007402,251.0,250.0,-1.0,15435.0,15400.01509343111,-0.1337260203483475,0.0,0.3401552289825478
06073018617,687.0,686.0,-1.0,658.0,670.5046805197103,-0.4122079268151675,1.0,0.36782473176046526
06073018612,675.0,674.0,-1.0,891.0,903.1099256218093,-0.336870439328275,1.0,0.34706236629527876
06073019203,592.0,593.0,1.0,3190.0,3196.7477968328876,-0.4889919818401322,0.99715625,0.33885079903529647
06073008301,482.0,483.0,1.0,5852.0,5852.5436421092445,-1.2584240592448006,0.00465625,0.3342583949883178
06073007908,297.0,298.0,1.0,13162.0,13191.4722229107,0.2338093626724554,0.0,0.3420076735462434
06073008346,64.0,65.0,1.0,36593.0,35754.535846195744,-0.9266307155489254,0.00025,0.37070742378880617
06073008310,481.0,482.0,1.0,5854.0,5854.640095246057,-0.6250915543220728,0.005125,0.3465005918132018
06073007502,409.0,408.0,-1.0,8526.0,8561.79751365695,0.4725288309113053,0.000375,0.34670182583992926
06073001302,141.0,140.0,-1.0,22928.0,22900.476129031136,0.3063716184635215,0.0,0.33478279161354685
06073008306,586.0,587.0,1.0,3392.0,3399.7886793165085,-1.08869080123739,0.99415625,0.33969303102138504
06073008307,109.0,108.0,-1.0,26870.0,26649.506126527744,0.0008927207087381,0.0,0.3542358138628572
06073018622,374.0,373.0,-1.0,10235.0,10281.170980438355,1.015854084223262,3.125e-05,0.3422194395851825
06073018621,275.0,276.0,1.0,14359.0,14321.0931694457,-0.1911665003430574,9.375e-05,0.3424514199153119
06073005401,19.0,20.0,1.0,79440.0,78852.0309087366,0.3193726423034097,0.0,0.33971354437129797
06073020024,349.0,348.0,-1.0,11304.0,11315.60852666762,0.542331434181011,0.0,0.3408282052092044
06073005403,18.0,19.0,1.0,80003.0,79040.72155827376,0.1132181563931149,0.0,0.35135496156780555
06073005402,23.0,24.0,1.0,76450.0,75626.39473414797,0.5740679897650426,0.0,0.352943336675402
06073019905,239.0,238.0,-1.0,16128.0,15999.377536359738,-0.4109738715005003,0.0,0.3478173348858906
