GEOID,det_jobs,exceedance_prob,disadvantage_z,det_desert,bayes_desert,classification
06073013905,4607.0,0.31325,-0.5517812985017226,False,False,TN
06073013906,5077.0,0.04653125,0.9907194372059428,False,False,TN
06073013907,4180.0,0.80703125,0.759057382672684,True,True,TP
06073013908,4457.0,0.48365625,0.2512046223520925,True,False,FP
06073013909,2833.0,0.99796875,0.1310163528645237,True,True,TP
06073014001,9085.0,9.375e-05,0.3460734112574626,False,False,TN
06073014002,10517.0,6.25e-05,0.4445408932407501,False,False,TN
06073014101,7897.0,9.375e-05,-0.0920898069681972,False,False,TN
06073014102,4247.0,0.74890625,0.1603952856387773,True,True,TP
06073014200,8402.0,0.00015625,-0.0409172061192856,False,False,TN
06073014300,8544.0,6.25e-05,0.2171949037373778,False,False,TN
06073014400,14305.0,0.0,1.2870415559639583,False,False,TN
06073014500,17894.0,0.0,0.2804126477842178,False,False,TN
06073014601,19726.0,0.0,1.4322255009495288,False,False,TN
06073014602,14008.0,0.0,-0.4852283546574503,False,False,TN
06073014701,23839.0,0.0,0.224066236665076,False,False,TN
06073014702,19726.0,0.0,-0.2344955751996298,False,False,TN
06073014803,23027.0,0.0,0.836729538977782,False,False,TN
06073014804,24228.0,0.0,0.1545046256592221,False,False,TN
06073014805,12836.0,0.0,0.373656241556191,False,False,TN
06073014806,18980.0,0.0,1.7031426278504078,False,False,TN
06073014901,21846.0,0.0,0.5513445724253406,False,False,TN
06073014902,23318.0,0.0,0.6153118105030085,False,False,TN
06073015001,17551.0,0.0,0.991760484790771,False,False,TN
06073015002,19695.0,0.0,1.3737802554344858,False,False,TN
06073015100,13681.0,0.0,-0.1611374187288977,False,False,TN
06073015200,11373.0,9.375e-05,-0.7550886123723348,False,False,TN
06073015301,15554.0,0.0,1.2622323184885635,False,False,TN
06073015302,6660.0,0.001125,-0.3057462192411356,False,False,TN
06073015403,3058.0,0.99809375,-0.7109211394782168,True,True,TP
06073015405,276.0,1.0,-0.4603794864378299,True,True,TP
06073015406,208.0,1.0,-0.6067528265136214,True,True,TP
06073015407,15003.0,0.0,1.7308304317743184,False,False,TN
06073015408,3058.0,0.9985,-0.0006149076544439,True,True,TP
06073015501,1411.0,1.0,-0.3644676746291842,True,True,TP
06073015502,2782.0,0.99946875,-0.416784142761808,True,True,TP
06073015601,14687.0,0.0,0.7630058195122041,False,False,TN
06073015602,2223.0,0.99996875,-0.1146100140432484,True,True,TP
06073015701,17702.0,0.0,1.8921617128475516,False,False,TN
06073015704,16374.0,0.0,1.2602012941591825,False,False,TN
06073015705,16380.0,0.0,0.8167291168562051,False,False,TN
06073015706,16280.0,0.0,2.0441625413794973,False,False,TN
06073015801,33514.0,0.0,1.5315309128036578,False,False,TN
06073015802,33872.0,0.0,1.3147286951038497,False,False,TN
06073015901,31581.0,6.25e-05,1.601722001496528,False,False,TN
06073015902,29325.0,0.0,1.5623835838708733,False,False,TN
06073016000,18424.0,6.25e-05,0.6025788828899947,False,False,TN
06073016100,23559.0,0.0,-0.2209396495088069,False,False,TN
06073016201,19237.0,0.0,-0.3382445316645566,False,False,TN
06073016202,30438.0,0.0,0.9693094942072786,False,False,TN
06073016301,32035.0,0.0,1.4699946024291126,False,False,TN
06073016302,33652.0,0.0,1.2748493159196144,False,False,TN
06073016401,9461.0,3.125e-05,0.0007711493713854,False,False,TN
06073016403,2599.0,0.999625,0.5169589370936247,True,True,TP
06073016404,11950.0,0.0,1.7826186882910848,False,False,TN
06073016502,25544.0,0.0,0.9799097763752442,False,False,TN
06073016503,22357.0,0.0,0.0067644456029936,False,False,TN
06073016504,31276.0,0.0,1.3668193187074669,False,False,TN
06073016606,5939.0,0.00509375,-0.5462945062989256,False,False,TN
