stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,intersection_code,reference_place,stop_name_short,stop_place
mts:12049,12049,10th Av & A St,32.71857729,-117.15569071,,,0,,2,F-S/B,,10th&A,10thb
mts:11656,11656,10th Av & Broadway,32.71597740,-117.15566399,,,0,,0,N-S/B,,10th&Brdwy,10tbro
mts:11654,11654,10th Av & C St,32.71692554,-117.15567699,,,0,,1,N-S/B,,10th&C,10thc
mts:12048,12048,10th Av & F St,32.71348748,-117.15563191,,,0,,1,F-S/B,,10th&F,
mts:12050,12050,10th Av & Island Av,32.71023346,-117.15560173,,,0,,1,F-S/B,,10th&Island,
mts:11657,11657,10th Av & Market St,32.71176685,-117.15564024,,,0,,2,N-S/B,,10th&Mrkt,
mts:99005,99005,10th Av & Park Bl (Petco Park),32.70750534,-117.15506981,,,0,,1,N-E/B,,10th&Park (Petco Park),
mts:98548,98548,11099 Callan Rd,32.90480501,-117.24065516,,,0,,1,M-Street-W/B,,11099 Callan,
mts:99367,99367,11th Av & B St,32.71769488,-117.15458595,,,0,,1,N-N/B,,11th&B,11thb
mts:12782,12782,11th Av & Broadway,32.71635101,-117.15456566,,,0,11tbro,1,F-N/B,,11th&Brdwy,11tbro
mts:99343,99343,11th Av & C St,32.71652951,-117.15458700,,,0,11tbro,1,N-N/B,,11th&C,11tbro
mts:12781,12781,11th Av & F St,32.71399810,-117.15459028,,,0,,1,F-N/B,,11th&F,
mts:99010,99010,11th Av & K St,32.70833408,-117.15449964,,,0,,1,N-N/B,,11th&K,
mts:12441,12441,11th Av & Market St,32.71139567,-117.15453431,,,0,,1,N-N/B,,11th&Mrkt,
mts:75102,75102,12th & Imperial Station,32.70587009,-117.15321790,,,0,12tS,0,,,12th & Imprl,12tS
mts:75103,75103,12th & Imperial Station,32.70578492,-117.15332593,,,0,12tS,0,,,12th & Imprl,12tS
mts:75100,75100,12th & Imperial Station (Bayside),32.70523403,-117.15389991,,,0,imtS,0,,,12th & Imprl  (Bayside),imtS
mts:70009,70009,12th & Imperial Transit Center,32.70609480,-117.15289674,,,0,imp12,0,M-TC-Bus,,12th & Imperial TC,imp12
mts:88899,88899,12th & Imperial Transit Center,32.70555096,-117.15228294,,,0,imp12,0,N-S/B,,12th & Imperial TC,imp12
mts:89044,89044,12th & Imperial Transit Center,32.70586270,-117.15317654,,,0,imp12,0,,,12th & Imperial TC,imp12
mts:91101,91101,12th & Imperial Transit Center,32.70605117,-117.15322463,,,0,imp12,1,M-TC-Bus,,12th & Imperial TC,imp12
mts:91102,91102,12th & Imperial Transit Center,32.70560245,-117.15294696,,,0,imp12,1,M-TC-Bus,,12th & Imperial TC,imp12
mts:60401,60401,13th St & Fern Av,32.57503491,-117.10558266,,,0,,1,F-N/B,,13th&Fern,
mts:60342,60342,13th St & Grove Av,32.57276194,-117.10558010,,,0,,1,N-N/B,,13th&Grove,
mts:60229,60229,13th St & Holly Av,32.57164428,-117.10583544,,,0,,1,N-S/B,,13th&Holly,
mts:60341,60341,13th St & Holly Av,32.57134906,-117.10560212,,,0,,1,N-N/B,,13th&Holly,
mts:60230,60230,13th St & Imperial Beach Bl,32.57588817,-117.10580192,,,0,,1,F-S/B,,13th&Imperial Bch,
mts:60186,60186,13th St & Iris Av,32.56943066,-117.10559651,,,0,,1,N-N/B,,13th&Iris,13iris
mts:88984,88984,14th St & F St,32.71373903,-117.15191062,,,0,,0,F-N/B,,14th&F,
mts:99288,99288,18th St & C Av,32.66808777,-117.10082487,,,0,,1,F-W/B,,18th&C,
mts:99281,99281,18th St & C St,32.66787097,-117.10077728,,,0,,1,N-E/B,,18th&C,
mts:50140,50140,18th St & Harding Av,32.66590130,-117.10777044,,,0,,1,N-E/B,,18th&Harding,
mts:99282,99282,18th St & Harding Av,32.66620281,-117.10749393,,,0,,2,N-W/B,,18th&Harding,
mts:99286,99286,18th St & Highland Av,32.66964963,-117.09512729,,,0,,1,N-W/B,,18th&Highland,high18
mts:99315,99315,18th St & Highland Av,32.66937711,-117.09558936,,,0,,1,N-E/B,,18th&Highland,high18
mts:99285,99285,18th St & L Av,32.67077924,-117.09111191,,,0,,1,N-W/B,,18th&L,
mts:99316,99316,18th St & L Av,32.67076362,-117.09062141,,,0,,1,F-E/B,,18th&L,
mts:50008,50008,18th St & N Av,32.67125056,-117.08890020,,,0,,1,F-E/B,,18th&N,
mts:50065,50065,18th St & N Av,32.67136504,-117.08904102,,,0,,1,N-W/B,,18th&N,
mts:59003,59003,18th St & National City Bl,32.66717520,-117.10322064,,,0,,1,F-E/B,,18th&Natl City,nat18t
mts:99308,99308,18th St & National City Bl,32.66712191,-117.10416896,,,0,,1,F-W/B,,18th&Natl City,nat18t
mts:50011,50011,18th St & Newell St,32.67279173,-117.08333525,,,0,,1,N-E/B,,18th&Newell,
mts:50082,50082,18th St & Newell St,32.67268730,-117.08414667,,,0,,1,M-Street-W/B,,18th&Newell,
mts:50040,50040,18th St & Palm Av,32.67183694,-117.08673830,,,0,,1,F-E/B,,18th&Palm,
mts:50068,50068,18th St & Palm Av,32.67196519,-117.08687600,,,0,,1,N-W/B,,18th&Palm,
mts:50012,50012,18th St & Prospect St,32.67364475,-117.08033738,,,0,,1,F-E/B,,18th&Prospect,
mts:50083,50083,18th St & Prospect St,32.67360803,-117.08089272,,,0,,1,F-W/B,,18th&Prospect,
mts:30361,30361,1st Av & Alpine Av,32.63913491,-117.07004651,,,0,,1,N-S/B,,1st&Alpine,
mts:12411,12411,1st Av & Ash St,32.71964764,-117.16372935,,,0,,1,N-N/B,,1st&Ash,1stash
mts:12751,12751,1st Av & Broadway,32.71553186,-117.16374976,,,0,,0,N-N/B,,1st&Brdwy,1stbrd
mts:99118,99118,1st Av & Broadway,32.71592600,-117.16374929,,,0,,1,F-N/B,,1st&Brdwy,1stbro
mts:11637,11637,1st Av & Brookes Av,32.74341279,-117.16390099,,,0,,1,N-S/B,,1st&Brookes,
mts:12759,12759,1st Av & Brookes Av,32.74348270,-117.16373911,,,0,,1,F-N/B,,1st&Brookes,
mts:60546,60546,1st Av & C St,32.71686629,-117.16371027,,,0,,1,F-N/B,,1st&C,1stc
mts:12753,12753,1st Av & Elm St,32.72431993,-117.16375503,,,0,,1,F-N/B,,1st&Elm,
mts:30360,30360,1st Av & F St,32.64326070,-117.07165066,,,0,,1,F-S/B,,1st&F,
mts:30415,30415,1st Av & F St,32.64339054,-117.07155116,,,0,,0,N-N/B,,1st&F,
mts:12750,12750,1st Av & G St,32.71271345,-117.16368673,,,0,,1,F-N/B,,1st&G,1stG
mts:30416,30416,1st Av & G St,32.63930857,-117.06997016,,,0,,1,N-N/B,,1st&G,
mts:12415,12415,1st Av & Grape St,32.72595816,-117.16373950,,,0,,1,N-N/B,,1st&Grape,
mts:12756,12756,1st Av & Ivy St,32.72844805,-117.16377507,,,0,,1,F-N/B,,1st&Ivy,
mts:11636,11636,1st Av & Juniper St,32.72943597,-117.16398367,,,0,,1,N-S/B,,1st&Juniper,
mts:12014,12014,1st Av & Laurel St,32.73113997,-117.16399484,,,0,,1,F-S/B,,1st&Laurel,
mts:12757,12757,1st Av & Laurel St,32.73158666,-117.16380111,,,0,,1,F-N/B,,1st&Laurel,
mts:12016,12016,1st Av & Nutmeg St,32.73322041,-117.16401967,,,0,,1,F-S/B,,1st&Nutmeg,1stnut
mts:12417,12417,1st Av & Nutmeg St,32.73332364,-117.16381262,,,0,,1,N-N/B,,1st&Nutmeg,1stnut
mts:12416,12416,1st Av & Quince St,32.73649246,-117.16384223,,,0,,1,N-N/B,,1st&Quince,
mts:12015,12015,1st Av & Redwood St,32.73759311,-117.16404551,,,0,,1,F-S/B,,1st&Redwood,
mts:12018,12018,1st Av & Robinson Av,32.74677674,-117.16393263,,,0,,1,F-S/B,,1st&Robinson,
mts:12418,12418,1st Av & Robinson Av,32.74715709,-117.16379022,,,0,,1,F-N/B,,1st&Robinson,
mts:12412,12412,1st Av & Spruce St,32.73856748,-117.16385725,,,0,,1,N-N/B,,1st&Spruce,
mts:12013,12013,1st Av & Thorn St,32.73955812,-117.16406915,,,0,,1,F-S/B,,1st&Thorn,
mts:12414,12414,1st Av & Upas St,32.74066723,-117.16387252,,,0,,1,N-N/B,,1st&Upas,
mts:12017,12017,1st Av & Walnut Av,32.74119891,-117.16407967,,,0,,1,F-S/B,,1st&Walnut,
mts:12758,12758,1st Av & Walnut Av,32.74194644,-117.16371667,,,0,,1,F-N/B,,1st&Walnut,
mts:60058,60058,1st St & B Av,32.69762037,-117.16973563,,,0,,1,F-E/B,,1st&B,1stfer
mts:60165,60165,1st St & B Av,32.69795871,-117.17006747,,,0,,1,F-W/B,,1st&B,1stfer
mts:50029,50029,24th St & B Av,32.66274886,-117.09862560,,,0,,1,M-Street-E/B,,24th&B,
mts:50078,50078,24th St & D Av,32.66315798,-117.09788545,,,0,,1,F-W/B,,24th&D,
mts:50027,50027,24th St & National City Bl,32.66209762,-117.10099453,,,0,,1,F-E/B,,24th&Natl City,
mts:50053,50053,24th St & National City Bl,32.66220853,-117.10125229,,,0,,1,N-W/B,,24th&Natl City,
mts:75014,75014,24th Street Station,32.66196491,-117.10800607,,,0,24tS,0,M-TC-Train-N/B,,24th St,24tS
mts:75015,75015,24th Street Station,32.66170409,-117.10800516,,,0,24tS,0,M-TC-Train-S/B,,24th St,24tS
mts:91136,91136,24th Street Transit Center,32.66195902,-117.10790431,,,0,24tro,1,M-TC-Bus,,24thTC,24tro
mts:91138,91138,24th Street Transit Center,32.66162193,-117.10776456,,,0,24tro,0,,,24thTC,24tro
mts:91139,91139,24th Street Transit Center,32.66157522,-117.10736771,,,0,24tro,0,,,24thTC,24tro
mts:75074,75074,25th & Commercial St Station,32.70527695,-117.13873095,,,0,25tS,0,,,25th & Commercial St,25tS
mts:75075,75075,25th & Commercial St Station,32.70528997,-117.14115393,,,0,25tS,0,,,25th & Commercial St,25tS
mts:11684,11684,25th St & Broadway,32.71611353,-117.14036505,,,0,,1,N-S/B,,25th&Brdwy,
mts:11682,11682,25th St & Imperial Av,32.70648888,-117.14027759,,,0,,1,N-S/B,,25th&Imperial,
mts:12464,12464,25th St & Imperial Av,32.70610834,-117.14006894,,,0,,0,N-N/B,,25th&Imperial,imp25
mts:12466,12466,25th St & Island Av,32.71043146,-117.14010934,,,0,,0,N-N/B,,25th&Island,
mts:12076,12076,25th St & J St,32.70923456,-117.14028906,,,0,,0,F-S/B,,25th&J,
mts:12465,12465,25th St & K St,32.70832625,-117.14008808,,,0,,0,N-N/B,,25th&K,
mts:60220,60220,26th St & Sicard St,32.69647225,-117.13813836,,,0,,0,N-S/B,,26th&Sicard,
mts:11639,11639,2nd Av & Ash St,32.72013134,-117.16299305,,,0,,1,N-S/B,,2nd&Ash,
mts:11640,11640,2nd Av & Beech St,32.72105450,-117.16303838,,,0,,1,N-S/B,,2nd&Beech,
mts:12020,12020,2nd Av & Elm St,32.72383894,-117.16301195,,,0,,1,F-S/B,,2nd&Elm,
mts:11641,11641,2nd Av & Fir St,32.72525162,-117.16302008,,,0,,1,N-S/B,,2nd&Fir,
mts:40860,40860,2nd St & Broadway,32.80825072,-116.93555615,,,0,,1,F-N/B,,2nd&Brdwy,
mts:41104,41104,2nd St & Dawnridge Av,32.81631477,-116.93555059,,,0,,1,N-N/B,,2nd&Dawnridge,
mts:41106,41106,2nd St & Dawnridge Av,32.81612067,-116.93585829,,,0,,1,F-S/B,,2nd&Dawnridge,
mts:40668,40668,2nd St & Greenfield Dr,32.81290228,-116.93584624,,,0,,1,F-S/B,,2nd&Greenfield,
mts:41103,41103,2nd St & Greenfield Dr,32.81374761,-116.93556641,,,0,,1,F-N/B,,2nd&Greenfield,
mts:41105,41105,2nd St & Pepper Dr,32.82027157,-116.93523637,,,0,,1,F-S/B,,2nd&Pepper,2ndpep
mts:40667,40667,2nd St & Persimmon Av,32.81068978,-116.93584203,,,0,,1,F-S/B,,2nd&Persimmon,
mts:60108,60108,2nd St & Soledad Pl,32.69543451,-117.16836713,,,0,,1,N-W/B,,2nd&Soledad,
mts:13532,13532,30th St & A St,32.71882529,-117.12939642,,,0,,1,N-N/B,,30th&A,30tast
mts:13533,13533,30th St & A St,32.71876030,-117.12964612,,,0,,1,F-S/B,,30th&A,30tast
mts:12089,12089,30th St & Adams Av,32.76258874,-117.13031472,,,0,,1,F-S/B,,30th&Adams,30ada
mts:11694,11694,30th St & C St,32.71710835,-117.12965890,,,0,,1,N-S/B,,30th&C,c_30st
mts:12099,12099,30th St & Date St,32.72322478,-117.13028896,,,0,,1,F-S/B,,30th&Date,
mts:12091,12091,30th St & Dwight St,32.74399356,-117.13014195,,,0,,1,F-S/B,,30th&Dwight,
mts:12478,12478,30th St & Dwight St,32.74410477,-117.12996418,,,0,,1,N-N/B,,30th&Dwight,
mts:11692,11692,30th St & El Cajon Bl,32.75555853,-117.13024772,,,0,,1,N-S/B,,30th&El Cjn,
mts:12476,12476,30th St & El Cajon Bl,32.75494144,-117.13006266,,,0,,1,N-N/B,,30th&El Cjn,
mts:12818,12818,30th St & Elm St,32.72465551,-117.13007889,,,0,,1,F-N/B,,30th&Elm,
mts:11696,11696,30th St & Fir St,32.72563542,-117.13026101,,,0,,1,N-S/B,,30th&Fir,
mts:12474,12474,30th St & Grape St,32.72641717,-117.13009648,,,0,,1,N-N/B,,30th&Grape,
mts:50037,50037,30th St & Highland Av,32.65928100,-117.09049539,,,0,,1,F-E/B,,30th&Highland,30high
mts:50062,50062,30th St & Highland Av,32.65937404,-117.09095766,,,0,,1,N-W/B,,30th&Highland,30high
mts:12084,12084,30th St & Howard Av,32.75422334,-117.13024349,,,0,,1,F-S/B,,30th&Howard,
mts:12475,12475,30th St & Howard Av,32.75394371,-117.13006571,,,0,,1,N-N/B,,30th&Howard,
mts:12096,12096,30th St & Juniper St,32.72985318,-117.12965929,,,0,,1,N-S/B,,30th&Juniper,
mts:12828,12828,30th St & Juniper St,32.72989275,-117.12950685,,,0,,1,F-N/B,,30th&Juniper,
mts:50197,50197,30th St & L Av,32.66042553,-117.08709467,,,0,,1,N-W/B,,30th&L,
mts:99491,99491,30th St & L Av,32.66028741,-117.08679119,,,0,,1,F-E/B,,30th&L,
mts:12086,12086,30th St & Monroe Av,32.75896658,-117.13026226,,,0,,1,F-S/B,,30th&Monroe,
mts:12822,12822,30th St & Monroe Av,32.75941590,-117.13007808,,,0,,1,F-N/B,,30th&Monroe,
mts:12093,12093,30th St & North Park Wy,32.74715990,-117.13013455,,,0,,1,F-S/B,,30th&NPark,
mts:12479,12479,30th St & North Park Wy,32.74722434,-117.12996281,,,0,,1,N-N/B,,30th&NPark,
mts:12082,12082,30th St & Polk Av,32.75199656,-117.13023490,,,0,,1,F-S/B,,30th&Polk,
mts:12819,12819,30th St & Polk Av,32.75245960,-117.13005413,,,0,,1,F-N/B,,30th&Polk,
mts:11697,11697,30th St & Redwood St,32.73753465,-117.12935874,,,0,,1,N-S/B,,30th&Redwood,30red
mts:12830,12830,30th St & Redwood St,32.73765660,-117.12921686,,,0,,1,F-N/B,,30th&Redwood,30red
mts:11693,11693,30th St & University Av,32.74863258,-117.13020780,,,0,,1,N-S/B,,30th&Univ,30uni
mts:12824,12824,30th St & University Av,32.74879854,-117.13005985,,,0,,1,F-N/B,,30th&Univ,30uniN
mts:75072,75072,32nd/Commercial St Station,32.70576993,-117.12475301,,,0,32nS,0,,,32nd/Commercial St,32nS
mts:75073,75073,32nd/Commercial St Station,32.70577705,-117.12452390,,,0,32nS,0,,,32nd/Commercial St,32nS
mts:10563,10563,36th St & Imperial Av,32.70530322,-117.11689209,,,0,,0,F-S/B,,36th&Imperial,
mts:12212,12212,3rd Av & Anita St,32.59827629,-117.06461148,,,0,,1,F-S/B,,3rd&Anita,
mts:12939,12939,3rd Av & Anita St,32.59877277,-117.06434657,,,0,,1,F-N/B,,3rd&Anita,
mts:11754,11754,3rd Av & F St,32.64110262,-117.07997065,,,0,,1,N-S/B,,3rd&F,3rdf
mts:12903,12903,3rd Av & F St,32.64121468,-117.07982000,,,0,,1,F-N/B,,3rd&F,3rdf
mts:12180,12180,3rd Av & G St,32.63710591,-117.07835632,,,0,,1,F-S/B,,3rd&G,
mts:12547,12547,3rd Av & G St,32.63764744,-117.07834516,,,0,,1,N-N/B,,3rd&G,
mts:12189,12189,3rd Av & H St,32.63372560,-117.07708052,,,0,,1,F-S/B,,3rd&H,
mts:12553,12553,3rd Av & H St,32.63419907,-117.07697128,,,0,,1,N-N/B,,3rd&H,
mts:12918,12918,3rd Av & I St,32.63130681,-117.07586905,,,0,,1,F-N/B,,3rd&I,
mts:30299,30299,3rd Av & I St,32.63031303,-117.07569409,,,0,,1,F-S/B,,3rd&I,
mts:12194,12194,3rd Av & J St,32.62661222,-117.07425311,,,0,,1,F-S/B,,3rd&J,3rdjst
mts:12920,12920,3rd Av & J St,32.62815162,-117.07462801,,,0,,1,F-N/B,,3rd&J,3rdj
mts:12196,12196,3rd Av & K St,32.62370916,-117.07311848,,,0,,1,F-S/B,,3rd&K,
mts:12557,12557,3rd Av & K St,32.62395498,-117.07293890,,,0,,1,N-N/B,,3rd&K,
mts:11769,11769,3rd Av & L St,32.62079774,-117.07200009,,,0,,1,N-S/B,,3rd&L,
mts:12924,12924,3rd Av & L St,32.62099967,-117.07180711,,,0,,1,F-N/B,,3rd&L,
mts:12938,12938,3rd Av & Main St,32.59511430,-117.06438425,,,0,,1,F-N/B,,3rd&Main,mai3rd
mts:99446,99446,3rd Av & Montgomery St,32.59660257,-117.06459604,,,0,,1,F-S/B,,3rd&Montgomery,
mts:12201,12201,3rd Av & Moss St,32.61610202,-117.07013448,,,0,,2,F-S/B,,3rd&Moss,
mts:12559,12559,3rd Av & Moss St,32.61703030,-117.07024054,,,0,,1,N-N/B,,3rd&Moss,
mts:11771,11771,3rd Av & Naples St,32.61385413,-117.06925301,,,0,,1,N-S/B,,3rd&Naples,
mts:12927,12927,3rd Av & Naples St,32.61413548,-117.06910299,,,0,,1,F-N/B,,3rd&Naples,
mts:12213,12213,3rd Av & Orange Av,32.60129974,-117.06459393,,,0,,1,F-S/B,,3rd&Orange,ora3rd
mts:12940,12940,3rd Av & Orange Av,32.60230656,-117.06446036,,,0,,1,F-N/B,,3rd&Orange,ora3rd
mts:11773,11773,3rd Av & Oxford St,32.61056174,-117.06796898,,,0,,1,N-S/B,,3rd&Oxford,
mts:12930,12930,3rd Av & Oxford St,32.61105695,-117.06789563,,,0,,1,F-N/B,,3rd&Oxford,
mts:11777,11777,3rd Av & Palomar St,32.60710488,-117.06661532,,,0,,1,N-S/B,,3rd&Palomar,3rdpal
mts:12932,12932,3rd Av & Palomar St,32.60719986,-117.06638565,,,0,,1,F-N/B,,3rd&Palomar,3rdpal
mts:11779,11779,3rd Av & Quintard St,32.60391383,-117.06538113,,,0,,1,N-S/B,,3rd&Quintard,
mts:12935,12935,3rd Av & Quintard St,32.60411579,-117.06518167,,,0,,1,F-N/B,,3rd&Quintard,
mts:60164,60164,3rd St & C Av,32.69558141,-117.17298761,,,0,,1,F-W/B,,3rd&C,
mts:60162,60162,3rd St & E Av,32.69701242,-117.17641566,,,0,,1,F-W/B,,3rd&E,
mts:60161,60161,3rd St & G Av,32.69795497,-117.17863271,,,0,,1,F-W/B,,3rd&G,
mts:60103,60103,3rd St & I Av,32.69874606,-117.18051990,,,0,,1,N-W/B,,3rd&I,3rdi
mts:88908,88908,3rd St & Madison Av,32.80030414,-116.92702562,,,0,,0,N-S/B,,3rd&Madison,
mts:60163,60163,3rd St & Orange Av,32.69612958,-117.17429355,,,0,,1,F-W/B,,3rd&Orange,
mts:12508,12508,40th St & Imperial Av,32.70469927,-117.10814472,,,0,,2,F-N/B,,40th&Imperial,
mts:99481,99481,40th St & University Av,32.74954555,-117.10947919,,,0,i15uns,0,F-S/B,,40th&Univ,i15uns
mts:60622,60622,41st St & Dwight St,32.74424673,-117.10706635,,,0,,2,N-S/B,,41st&Dwight,
mts:60621,60621,41st St & Landis St,32.74575308,-117.10704198,,,0,,2,F-S/B,,41st&Landis,
mts:12512,12512,43rd St & Beta St,32.69048330,-117.10230535,,,0,,1,N-N/B,,43rd&Beta,
mts:12860,12860,43rd St & Delta St,32.68921909,-117.10228988,,,0,,0,F-N/B,,43rd&Delta,delt43
mts:99148,99148,43rd St & Delta St,32.68911845,-117.10253592,,,0,,1,N-S/B,,43rd&Delta,delt43
mts:89041,89041,43rd St & El Cajon Bl,32.75489009,-117.10197767,,,0,,0,F-S/B,,43rd&El Cjn,
mts:12513,12513,43rd St & Hwy 805,32.69204751,-117.10225871,,,0,,1,F-N/B,,43rd&Hwy 805,
mts:13432,13432,43rd St & Hwy 805,32.69139698,-117.10253195,,,0,,1,F-S/B,,43rd&Hwy 805,
mts:12131,12131,43rd St & Keeler Av,32.69404973,-117.10246659,,,0,,1,F-S/B,,43rd&Keeler,
mts:12514,12514,43rd St & Keeler Av,32.69384496,-117.10226959,,,0,,1,N-N/B,,43rd&Keeler,
mts:11724,11724,43rd St & National Av,32.69600300,-117.10259925,,,0,,1,F-S/B,,43rd&Natl,
mts:12530,12530,47th St & Beech St,32.72002491,-117.09340264,,,0,,1,N-N/B,,47th&Beech,
mts:12529,12529,47th St & C St,32.71669902,-117.09343259,,,0,,1,N-N/B,,47th&C,
mts:12151,12151,47th St & Craigie St,32.71406692,-117.09369351,,,0,,2,F-S/B,,47th&Craigie,
mts:12154,12154,47th St & Federal Bl,32.72088083,-117.09363843,,,0,,1,F-S/B,,47th&Federal,47fed
mts:12531,12531,47th St & Federal Bl,32.72122318,-117.09341411,,,0,,1,N-N/B,,47th&Federal,47fed
mts:12527,12527,47th St & Guymon St,32.71206540,-117.09338175,,,0,,1,N-N/B,,47th&Guymon,
mts:11738,11738,47th St & Hartley St,32.71025999,-117.09373184,,,0,,0,N-S/B,,47th&Hartley,
mts:12528,12528,47th St & Hilltop Dr,32.71490964,-117.09344798,,,0,,1,N-N/B,,47th&Hilltop,
mts:12152,12152,47th St & Hwy 94 (Overpass),32.71785728,-117.09366801,,,0,,1,F-S/B,,47th&Hwy 94 (Overpass),
mts:12150,12150,47th St & Imperial Av,32.70337456,-117.09379597,,,0,,1,F-S/B,,47th&Imperial,
mts:88890,88890,47th St & Imperial Av,32.70373879,-117.09350656,,,0,,0,N-N/B,,47th&Imperial,
mts:12878,12878,47th St & Logan Av,32.69736780,-117.09358245,,,0,,1,F-N/B,,47th&Logan,47log
mts:12149,12149,47th St & Ocean View Bl,32.70020269,-117.09381112,,,0,,1,F-S/B,,47th&Ocn Vw,
mts:12880,12880,47th St & Ocean View Bl,32.70072640,-117.09359184,,,0,,1,F-N/B,,47th&Ocn Vw,
mts:11737,11737,47th St & T St,32.69828973,-117.09381231,,,0,,1,F-S/B,,47th&T,
mts:12879,12879,47th St & T St,32.69885748,-117.09358371,,,0,,1,F-N/B,,47th&T,
mts:88891,88891,47th St Trolley Station,32.70832954,-117.09379789,,,0,,0,N-S/B,,47th Trly,
mts:75070,75070,47th Street Station,32.70843908,-117.09481908,,,0,47tS,0,,,47th St,47tS
mts:75071,75071,47th Street Station,32.70844807,-117.09507209,,,0,47tS,0,,,47th St,47tS
mts:12035,12035,4th Av & Ash St,32.71954557,-117.16117922,,,0,,1,F-S/B,,4th&Ash,
mts:12036,12036,4th Av & B St,32.71725334,-117.16117503,,,0,,1,M-Street-S/B,,4th&B,4thB
mts:12031,12031,4th Av & Broadway,32.71514623,-117.16118934,,,0,,1,F-S/B,,4th&Brdwy,4thbro
mts:12028,12028,4th Av & Brookes Av,32.74314665,-117.16160865,,,0,,1,F-S/B,,4th&Brookes,
mts:11743,11743,4th Av & C St,32.65112440,-117.08834167,,,0,,1,N-S/B,,4th&C,
mts:13179,13179,4th Av & C St,32.65137332,-117.08811337,,,0,,1,F-N/B,,4th&C,3rdglo
mts:12032,12032,4th Av & Cedar St,32.72173583,-117.16122137,,,0,,1,F-S/B,,4th&Cedar,
mts:11745,11745,4th Av & D St,32.64723753,-117.08679734,,,0,,1,N-S/B,,4th&D,
mts:12889,12889,4th Av & D St,32.64750511,-117.08665368,,,0,,1,F-N/B,,4th&D,
mts:11642,11642,4th Av & Date St,32.72320918,-117.16120084,,,0,,1,N-S/B,,4th&Date,
mts:12539,12539,4th Av & E St,32.64473358,-117.08559434,,,0,,1,F-N/B,,4th&E,
mts:13457,13457,4th Av & E St,32.71484007,-117.16118585,,,0,,0,N-S/B,,4th&E,4thE
mts:30344,30344,4th Av & F St,32.63956735,-117.08383350,,,0,,1,F-S/B,,4th&F,
mts:11643,11643,4th Av & Fir St,32.72529240,-117.16122238,,,0,,1,N-S/B,,4th&Fir,
mts:11748,11748,4th Av & Flower St,32.64548316,-117.08611148,,,0,,1,N-S/B,,4th&Flower,
mts:12034,12034,4th Av & G St,32.71236153,-117.16110170,,,0,,1,F-S/B,,4th&G,4thg
mts:30345,30345,4th Av & G St,32.63646269,-117.08264939,,,0,,1,F-S/B,,4th&G,
mts:30407,30407,4th Av & G St,32.63660004,-117.08245741,,,0,,1,N-N/B,,4th&G,
mts:30524,30524,4th Av & H St,32.63353881,-117.08131245,,,0,,1,F-N/B,,4th&H,h4th1
mts:12039,12039,4th Av & Hawthorn St,32.72697159,-117.16124299,,,0,,1,F-S/B,,4th&Hawthorn,
mts:12042,12042,4th Av & Juniper St,32.72906042,-117.16124833,,,0,,1,F-S/B,,4th&Juniper,
mts:11644,11644,4th Av & Laurel St,32.73153127,-117.16125762,,,0,,1,N-S/B,,4th&Laurel,
mts:30468,30468,4th Av & Main St,32.59525482,-117.06889206,,,0,,1,F-N/B,,4th&Main,4thmai
mts:30467,30467,4th Av & Montgomery St,32.59720622,-117.06889393,,,0,,1,F-N/B,,4th&Montgomery,
mts:12040,12040,4th Av & Nutmeg St,32.73326268,-117.16127878,,,0,,1,F-S/B,,4th&Nutmeg,
mts:30549,30549,4th Av & Park Wy,32.63840936,-117.08315015,,,0,,1,F-N/B,,4th&Park,
mts:12037,12037,4th Av & Quince St,32.73678491,-117.16135195,,,0,,1,N-S/B,,4th&Quince,
mts:12025,12025,4th Av & Robinson Av,32.74661234,-117.16163475,,,0,,1,F-S/B,,4th&Robinson,
mts:30003,30003,4th Av & Scripps Hospital,32.63434804,-117.08178977,,,0,,1,M-Street-S/B,,4th&Scripps Hospital,
mts:11645,11645,4th Av & Spruce St,32.73884183,-117.16132346,,,0,,1,N-S/B,,4th&Spruce,
mts:30362,30362,4th Av & Tremont St,32.59746820,-117.06917559,,,0,,1,F-S/B,,4th&Tremont,
mts:12027,12027,4th Av & University Av,32.74775835,-117.16164986,,,0,,1,F-S/B,,4th&Univ,4thuni
mts:12041,12041,4th Av & Upas St,32.74061451,-117.16133855,,,0,,1,F-S/B,,4th&Upas,
mts:30302,30302,4th Av & Zenith St,32.59598098,-117.06922023,,,0,,1,N-S/B,,4th&Zenith,
mts:60005,60005,4th St & Adella Ln,32.69272854,-117.17077023,,,0,,1,N-E/B,,4th&Adella,
mts:60004,60004,4th St & B Av,32.69337915,-117.17234697,,,0,,1,F-E/B,,4th&B,
mts:50013,50013,4th St & Drexel Av,32.68735067,-117.07923464,,,0,,1,N-E/B,,4th&Drexel,
mts:60056,60056,4th St & E Av,32.69528574,-117.17686234,,,0,,1,F-E/B,,4th&E,
mts:50042,50042,4th St & Euclid Av,32.68633414,-117.08284247,,,0,,1,F-E/B,,4th&Euclid,4theu1
mts:59018,59018,4th St & Euclid Av,32.68621318,-117.08406662,,,0,,2,F-W/B,,4th&Euclid,4theuc
mts:50030,50030,4th St & I Av,32.68186008,-117.09889078,,,0,,2,F-E/B,,4th&I,
